task_id,correct_answer,llm_answer,llm_response,matched
Doxygen warnings in astshim,0.25,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Doxygen warnings in astshim<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Update base docker images for alert stream,2.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Update base docker images for alert stream<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Multi-object search in PDAC,10.0,25,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Multi-object search in PDAC<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 25<|eot_id|>",False
Port meas_extensions_ngmix to new pybind11 interface,2.0,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Port meas_extensions_ngmix to new pybind11 interface<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
validate_drp failing trying to build master branch of starlink_ast,0.25,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
validate_drp failing trying to build master branch of starlink_ast<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
update lsstsw/newinstall to EUPS 2.1.2,0.25,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
update lsstsw/newinstall to EUPS 2.1.2<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
astshim does not build on Ubuntu,1.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
astshim does not build on Ubuntu<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Convert existing microservices to apikit 0.1.1 logger,4.0,6,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Convert existing microservices to apikit 0.1.1 logger<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 6<|eot_id|>",False
convert measurement algorithms in meas_extensions_shapeHSM,3.0,10,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
convert measurement algorithms in meas_extensions_shapeHSM<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 10<|eot_id|>",False
Make PSFEx oversampling configurable,1.0,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Make PSFEx oversampling configurable<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Add 1.3 arcsec target seeing for convolved flux measurement,1.0,0,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Add 1.3 arcsec target seeing for convolved flux measurement<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 0<|eot_id|>",False
Clean up outputs from CharacterizeImageTask and CalibrateTask,2.0,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Clean up outputs from CharacterizeImageTask and CalibrateTask<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Investigate pybind11 mixed gcc version segfault (potential ABI problem),2.0,6,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Investigate pybind11 mixed gcc version segfault (potential ABI problem)<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 6<|eot_id|>",False
Investigate pybind11 base class data member exposure from derived,1.0,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Investigate pybind11 base class data member exposure from derived<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
Temporarily mitigate loss of docs.scipy.org from blocking pipelines.lsst.io and developer.lsst.io builds,0.2,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Temporarily mitigate loss of docs.scipy.org from blocking pipelines.lsst.io and developer.lsst.io builds<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Evaluate Plotly.js as a replacement to Highcharts,8.0,10,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Evaluate Plotly.js as a replacement to Highcharts<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 10<|eot_id|>",False
Doxygen tries to parse pybind11 wrappers,2.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Doxygen tries to parse pybind11 wrappers<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Design dochub-prototype (www.lsst.io builder),1.0,8,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Design dochub-prototype (www.lsst.io builder)<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 8<|eot_id|>",False
convert meas_extensions_photometryKron to new measurement framework,3.0,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
convert meas_extensions_photometryKron to new measurement framework<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
Nebula VM network unresponsive (es-3.lsst.codes),0.5,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Nebula VM network unresponsive (es-3.lsst.codes)<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
"Nebula VM Filesystem I/O problem (logging.lsst.codes es-[1-4,6].lsst.codes)",0.5,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Nebula VM Filesystem I/O problem (logging.lsst.codes es-[1-4,6].lsst.codes)<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
Add hasTranForward and hasTranInverse to Transform,2.0,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Add hasTranForward and hasTranInverse to Transform<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Enable rectangular binSizes in SubtractBackgroundTask,2.0,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Enable rectangular binSizes in SubtractBackgroundTask<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
validate_drp broken on decam dataset as of 03/15,2.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
validate_drp broken on decam dataset as of 03/15<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Finish the Log packaging,6.0,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Finish the Log packaging<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
Ad-hoc issues with deployed services,3.0,8,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Ad-hoc issues with deployed services<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 8<|eot_id|>",False
Cleanup and unify star selector call signatures,40.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Cleanup and unify star selector call signatures<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Create new sourceSelector BaseClass,4.0,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Create new sourceSelector BaseClass<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
Create new starSelector BaseClass,4.0,3,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Create new starSelector BaseClass<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 3<|eot_id|>",False
Refactor astrometrySourceSelector to new BaseClass,5.0,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Refactor astrometrySourceSelector to new BaseClass<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
Refactor matcherSourceSelector to new BaseClass,5.0,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Refactor matcherSourceSelector to new BaseClass<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
Refactor  meas_astrom/catalogStarSelector to new BaseClass,5.0,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Refactor  meas_astrom/catalogStarSelector to new BaseClass<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
Refactor ip_diffim/diaCatalogSourceSelector to new BaseClass,5.0,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Refactor ip_diffim/diaCatalogSourceSelector to new BaseClass<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
Refactor meas_modelfit/S13StarSelector to new BaseClass,5.0,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Refactor meas_modelfit/S13StarSelector to new BaseClass<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
allow partial measurement results to be set when error flag is set,2.0,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
allow partial measurement results to be set when error flag is set<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Refactor meas_extenstions/psfexStarSelector to new BaseClass,5.0,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Refactor meas_extenstions/psfexStarSelector to new BaseClass<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
Refactor meas_algorithms/flaggedStarSelector to new BaseClass,5.0,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Refactor meas_algorithms/flaggedStarSelector to new BaseClass<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
Refactor  meas_algorithms/secondMomentStarSelector to new BaseClass,5.0,3,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Refactor  meas_algorithms/secondMomentStarSelector to new BaseClass<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 3<|eot_id|>",False
Update firefly_client to handle variations in base URL,4.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Update firefly_client to handle variations in base URL<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Engineer and document a technote deprecation process,0.2,10,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Engineer and document a technote deprecation process<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 10<|eot_id|>",False
Improve handling of error messages,1.0,7,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Improve handling of error messages<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 7<|eot_id|>",False
Prototype TravisCI Flake8 linting using DM Python Guidelines,6.0,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Prototype TravisCI Flake8 linting using DM Python Guidelines<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
obs_subaru test failures possibly related to daf_persistence,1.0,3,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
obs_subaru test failures possibly related to daf_persistence<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 3<|eot_id|>",False
Create a Name class for semantic metric and specification name handling,3.3,5,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Create a Name class for semantic metric and specification name handling<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 5<|eot_id|>",False
Improve DCR code use of the butler,2.0,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Improve DCR code use of the butler<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
Define DCR matched template data type,6.0,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Define DCR matched template data type<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Clean up makeVisitInfo docstring,0.25,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Clean up makeVisitInfo docstring<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Select images for coadd based on PSF quality.,6.0,6,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Select images for coadd based on PSF quality.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 6<|eot_id|>",False
Add option to deblender to turn off smoothing.,4.0,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Add option to deblender to turn off smoothing.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
Research Support of Evaluation of Plotly as a replacement to Highchartts,8.0,6,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Research Support of Evaluation of Plotly as a replacement to Highchartts<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 6<|eot_id|>",False
Planned Meetings - March,4.0,5,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Planned Meetings - March<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 5<|eot_id|>",False
Planned Meetings - April,1.0,3,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Planned Meetings - April<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 3<|eot_id|>",False
Update meas_mosaic's wcs/fcr output files to reflect LSST coordinate system,3.0,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Update meas_mosaic's wcs/fcr output files to reflect LSST coordinate system<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Replace use of makeVisitInfo(... with VisitInfo(...),0.5,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Replace use of makeVisitInfo(... with VisitInfo(...)<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Preparation for the Python in Astronomy talk,6.0,5,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Preparation for the Python in Astronomy talk<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 5<|eot_id|>",False
Implement MVP for DocHubProto,4.0,40,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Implement MVP for DocHubProto<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 40<|eot_id|>",False
Make change to remove flagDecorator (RFC-302),1.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Make change to remove flagDecorator (RFC-302)<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Set up development environment on NCSA OpenStack,10.0,5,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Set up development environment on NCSA OpenStack<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 5<|eot_id|>",False
increase EC2 EBS allocation limit,0.125,0,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
increase EC2 EBS allocation limit<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 0<|eot_id|>",False
Add guidelines for useful stringification to DM Pybind11 Style Guide,0.1,0,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Add guidelines for useful stringification to DM Pybind11 Style Guide<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 0<|eot_id|>",False
